,ementa,acao
983,"DISPÕE SOBRE A CRIAÇÃO DA SEMANA DE CONSCIENTIZAÇÃO MUNICIPAL DO SONO EM MARABÁ, ESTADO DO PARÁ E DÁ OUTRAS PROVIDÊNCIAS.",Criar a Semana de Conscientização Municipal do Sono em Marabá.
984,"DISPÕE SOBRE A CRIAÇÃO DE CARGOS DE NÍVEL FUNDAMENTAL, MÉDIO E SUPERIOR NA ESTRUTURA ADMINISTRATIVA DA SECRETARIA MUNICIPAL DE SAÚDE E DÁ OUTRAS PROVIDÊNCIAS.","Criar cargos de nível fundamental, médio e superior na estrutura administrativa da Secretaria Municipal de Saúde."
985,SUBSTITUTIVO DO PROJETO QUE DISPÕE SOBRE A CRIAÇÃO DE ESCOLAS BILÍNGUES EM LÍNGUA BRASILEIRA DE SINAIS - LIBRAS – E LÍNGUA PORTUGUESA ESCRITA NA REDE MUNICIPAL DE ENSINO DA CIDADE DE MARABÁ.,Criar escolas bilíngues em Libras e língua portuguesa escrita na rede municipal de ensino.
986,"TORNA OBRIGATÓRIA A APRESENTAÇÃO, SEMESTRALMENTE, DE CERTIDÃO NEGATIVA DE ANTECEDENTES CRIMINAIS DOS PROFISSIONAIS QUE ATENDEM CRIANÇAS E ADOLESCENTES NO MUNICÍPIO DE MARABÁ.",Exigir apresentação semestral de certidão negativa de antecedentes criminais de profissionais que atendem crianças e adolescentes no município.
987,"CONCEDE ÀS DOADORAS DE LEITE MATERNO, ISENÇÃO DE PAGAMENTO DE TAXA DE INSCRIÇÃO EM CONCURSO PARA PROVIMENTO DE CARGO, EMPREGO OU VAGA NA ADMINISTRAÇÃO PÚBLICA MUNICIPAL.",Isentar doadoras de leite materno do pagamento de taxa de inscrição em concursos da administração pública municipal.
989,"DISPÕE SOBRE A CRIAÇÃO DO DIA MUNICIPAL DO PROJETO “QUEBRANDO O SILÊNCIO"", NO ÂMBITO DO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Criar o Dia Municipal do projeto “Quebrando o Silêncio” no município.
990,"INSTITUI, NO ÂMBITO MUNICIPAL, O PROGRAMA DOADORES DO FUTURO, E DÁ OUTRAS PROVIDÊNCIAS.",Criar o programa Doadores do Futuro no município.
991,INSTITUI O BANCO MUNICIPAL DE CADEIRAS DE RODAS E AFINS E DÁ OUTRAS PROVIDÊNCIAS.,Criar o Banco Municipal de Cadeiras de Rodas e afins.
993,“INSTITUI A SEMANA MUNICIPAL DE SEGURANÇA NO TRÂNSITO DÁ OUTRAS PROVIDÊNCIAS.”,Instituir a Semana Municipal de Segurança no Trânsito.
994,"SUBSTITUTIVO DO PROJETO QUE DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O INSTITUTO AGNALDO ALVES ARAÚJO, E DÁ OUTRAS PROVIDENCIAS.",Declarar o Instituto Agnaldo Alves Araújo como entidade de utilidade pública municipal.
995,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, A ASSOCIAÇÃO PATINHAS DE RUA DE MARABÁ.",Declarar a Associação Patinhas de Rua de Marabá como entidade de utilidade pública municipal.
998,"INSTITUI O DIA MUNICIPAL DO ROSÁRIO DA VIRGEM MARIA NO MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ E DÁ OUTRAS PROVIDÊNCIAS.",Instituir o Dia Municipal do Rosário da Virgem Maria no município.
999,INSTITUI O DIA MUNICIPAL DOS RAROS DÁ OUTRAS PROVIDÊNCIAS,Instituir o Dia Municipal dos Raros.
1002,INSTITUI A OBRIGATORIEDADE DA REALIZAÇÃO DE EXAME TOXICOLÓGICO PARA OS CANDIDATOS EM CONCURSOS PARA INGRESSO NO SERVIÇO PÚBLICO NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Tornar obrigatória a realização de exame toxicológico para candidatos em concursos para ingresso no serviço público municipal.
1003,"ABRE AO ORÇAMENTO ANUAL DO MUNICÍPIO DE MARABÁ, EM FAVOR DA SECRETARIA MUNICIPAL DE CULTURA (SECULT), CRÉDITO ADICIONAL ESPECIAL.",Abrir crédito adicional especial no orçamento anual em favor da Secretaria Municipal de Cultura (SECULT).
1004,DECLARO COMO PATRIMÔNIO CULTURAL IMATERIAL DO MUNICÍPIO DE MARABÁ O FESTEJO DE SÃO JOÃO BATISTA.,Declarar o Festejo de São João Batista como patrimônio cultural imaterial do município.
1005,"FIXA O SUBSÍDIO MENSAL DOS VEREADORES PARA O QUADRIÊNIO 2025/2028, A INICIAR - SE EM 01 DE JANEIRO DE 2025.",Fixar o subsídio mensal dos vereadores para o quadriênio 2025–2028.
1006,"FIXA O SUBSÍDIO MENSAL DO PREFEITO MUNICIPAL, DO VICE - PREFEITO MUNICIPAL E DOS SECRETÁRIOS MUNICIPAIS E DOS SECRETÁRIOS ADJUNTOS MUNICIPAIS PARA O QUADRIÊNIO 2025/2028, A INICIAR-SE EM 01 DE JANEIRO DE 2025.","Fixar o subsídio mensal do prefeito, vice-prefeito, secretários e secretários adjuntos municipais para o quadriênio 2025–2028."
1007,"ALTERA A LEI MUNICIPAL Nº 17.431, DE 27 DE OUTUBRO DE 2010 (ESTATUTO DA GUARDA MUNICIPAL DE MARABÁ), PARA MODIFICAR A COMPOSIÇÃO DA CORREGEDORIA DA GUARDA MUNICIPAL DE MARABÁ.",Alterar a lei do Estatuto da Guarda Municipal para modificar a composição da Corregedoria da Guarda Municipal de Marabá.
1008,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, A LIGA CARNAVALESCA DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar a Liga Carnavalesca de Marabá como entidade de utilidade pública municipal.
1009,INSTITUI A OBRIGATORIEDADE DE REALIZAÇÃO DE PROVA DISCURSIVA NOS CONCURSOS PARA INGRESSO NO SERVIÇO PÚBLICO MUNICIPAL E DÁ OUTRAS PROVIDÊNCIAS.,Tornar obrigatória a realização de prova discursiva nos concursos para ingresso no serviço público municipal.
1011,"DECLARA COMO ÁREA DE PROTEÇÃO PERMANENTE AS PRAIAS DO TUCUNARÉ, SÃO FELIX, GELADINHO, ESPIRITO SANTO E CROA PELADA, OS BALNEÁRIOS: PIRUCABA E FLEXEIRAS, ALÉM DE TODOS OS LAGOS QUE COMPÕEM O PALEOCANAL DOS RIOS TOCANTINS E ITACAIÚNAS.","Declarar como área de proteção permanente as praias do Tucunaré, São Félix, Geladinho, Espírito Santo e Croa Pelada, os balneários Pirucaba e Flexeiras e todos os lagos do paleocanal dos rios Tocantins e Itacaiúnas."
1012,INCLUI NO CALENDÁRIO OFICIAL DO MUNICIPIO DE MARABÁ O DIA DO POLICIAL MILITAR VETERANO A SER COMEMORADO ANUALMENTE NO DIA 14 DE NOVEMBRO E DÁ OUTRAS PROVIDÊNCIAS.,"Incluir o Dia do Policial Militar Veterano, em 14 de novembro, no calendário oficial do município."
1015,"“DISPÕE SOBRE A CAPACITAÇÃO DE PRIMEIROS SOCORROS PARA OS FUNCIONARIOS DO SISTEMA DE TRANSPORTE PÚBLICO DE PASAGEIROS E SISTEMA DE TRANSPORTE ESCOLAR (MOTORISTAS E COBRADORES), E DA OUTRAS PROVIDÉNCIAS, NO MUNICIPIO DE MARABÁ.",Oferecer capacitação em primeiros socorros para motoristas e cobradores do transporte público de passageiros e do transporte escolar no município.
1016,DECLARA COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ A FRATERNIDADE SANTA MARIA DOS ANJOS (CAPUCHINHOS).,Declarar a Fraternidade Santa Maria dos Anjos (Capuchinhos) como patrimônio cultural imaterial do município.
1017,“DISPÕE SOBRE A AFIXAÇÃO DE CARTAZ RELATIVO A PRIMEIROS SOCORROS NO CASO DE ENGASGAMENTO DE BEBÊS NO ÂMBITO DO MUNICÍPIO DO MARABÁ.”,Afixar cartazes com orientações de primeiros socorros em casos de engasgamento de bebês em locais do município.
1018,"CRIA A GRATIFICAÇÃO DE INCENTIVO AO DESEMPENHO (GID) PARA OS SERVIDORES OCUPANTES DO CARGO DE PROVIMENTO EFETIVO DE AGENTE DE ZOONOSES LOTADOS NO CENTRO DE CONTROLE DE ZOONOSES (CCZ), NO ÂMBITO DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE MARABÁ.",Criar gratificação de incentivo ao desempenho (GID) para agentes de zoonoses do Centro de Controle de Zoonoses.
1019,DISPÕE SOBRE A COBRANÇA EXTRAJUDICIAL DA DÍVIDA ATIVA MUNICIPAL E A CRIAÇÃO DA CÂMARA DE COBRANÇA E CONCILIAÇÃO ADMINISTRATIVA FISCAL NO ÂMBITO DA PROCURADORIA-GERAL DO MUNICÍPIO DE MARABÁ.,Implantar cobrança extrajudicial da dívida ativa municipal e criar a Câmara de Cobrança e Conciliação Administrativa Fiscal na Procuradoria-Geral do Município.
1020,INSTITUI A CRIAÇÃO DO SELO EMPRESA AMIGA DA JUVENTUDE NO MUNICÍPIO DE MARABÁ.,Criar o selo Empresa Amiga da Juventude no município.
1021,"“DISPÕE SOBRE A OBRIGATORIEDADE DE CONSTRUÇÃO OU ADAPTAÇÃO DE FRALDÁRIOS ACESSÍVEIS A FREQUENTADORES MASCULINOS E FEMININOS EM AMBIENTES PÚBLICOS E PRIVADOS DE CIRCULAÇÃO, PERMANÊNCIA OU CONCENTRAÇÃO DE GRANDE NÚMERO DE PESSOAS E DÁ OUTRAS PROVIDÊNCIAS.”",Obrigar a construção ou adaptação de fraldários acessíveis a frequentadores masculinos e femininos em ambientes públicos e privados de grande circulação.
1022,INSTITUI O PLANO MUNICIPAL DE EDUCAÇÃO (PME) DE MARABÁ PARA O PERÍODO DE 2024-2034.,Instituir o Plano Municipal de Educação de Marabá para o período de 2024–2034.
1023,AUTORIZA O CANCELAMENTO DE CRÉDITOS FISCAIS PRESCRITOS DO EXERCÍCIO DE 2018.,Cancelar créditos fiscais prescritos do exercício de 2018.
1024,“INSTITUI A SEMANA MUNICIPAL DE CONSCIENTIZAÇÃO SOBRE OS CUIDADOS PALIATIVOS E DÁ OUTRAS PROVIDÊNCIAS.”,Instituir a Semana Municipal de Conscientização sobre os Cuidados Paliativos.
1025,"INSTITUI NO MUNICÍPIO DE MARABÁ, O DIA 27 DE ABRIL COMO O DIA MUNICIPAL DA EMPREGADA DOMÉSTICA E DIARISTA.",Instituir 27 de abril como Dia Municipal da Empregada Doméstica e Diarista.
1026,"INSTITUI NO MUNICÍPIO DE MARABÁ, A SEMANA DE ENFRENTAMENTO À VIOLÊNCIA POLÍTICA DE GÊNERO, INICIADA, ANUALMENTE, NO DIA 14 DE MARÇO, E DÁ OUTRAS PROVIDÊNCIAS.","Instituir a Semana de Enfrentamento à Violência Política de Gênero, iniciada anualmente em 14 de março, no município."
1027,DISPÕE SOBRE NORMAS PREVENTIVAS AO ESQUECIMENTO DE ANIMAIS NO INTERIOR DE VEÍCULOS NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Estabelecer normas preventivas para evitar o esquecimento de animais no interior de veículos no município.
1028,"AUTORIZA O INGRESSO E PERMANÊNCIA DE PESSOAS COM TRANSTORNO DO ESPECTRO AUTISTA EM LOCAIS PÚBLICOS OU PRIVADOS, PORTANDO ALIMENTOS PARA CONSUMO PRÓPRIO, BEM COMO UTENSÍLIOS DE USO PESSOAL E DÁ OUTRAS PROVIDÊNCIAS.",Garantir o direito de pessoas com transtorno do espectro autista ingressarem e permanecerem em locais públicos ou privados portando alimentos e utensílios de uso pessoal.
1029,"DECLARO DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O GRUPO DE MULHERES ARCO-ÍRIS DA JUSTIÇA, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar o Grupo de Mulheres Arco-Íris da Justiça como entidade de utilidade pública municipal.
1030,DECLARA COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ O TERÇO DOS HOMENS DA DIOCESE DE MARABÁ.,Declarar o Terço dos Homens da Diocese de Marabá como patrimônio cultural imaterial do município.
1031,DECLARA COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ O GRUPO CATÓLICO DAS “MÃES QUE ORAM PELOS FILHOS”.,Declarar o grupo católico “Mães que Oram pelos Filhos” como patrimônio cultural imaterial do município.
1032,DECLARA O MOVIMENTO EUCARÍSTICO CATÓLICO APOSTOLADO DA ORAÇÃO COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ.,Declarar o movimento católico Apostolado da Oração como patrimônio cultural imaterial do município.
1033,INSTITUI A SEMANA MUNICIPAL DA MATERNIDADE ATÍPICA E DÁ OUTRAS PROVIDÊNCIAS.,Instituir a Semana Municipal da Maternidade Atípica.
1034,DISPÕE SOBRE A DISPONIBILIZAÇÃO DO CARNÊ DE IPTU EM BRAILE PARA OS CONTRIBUINTES COM DEFICIÊNCIA VISUAL.,Disponibilizar carnê de IPTU em braille para contribuintes com deficiência visual.
1035,INSTITUI E INCLUI NO CALENDÁRIO DO MUNICÍPIO DE MARABÁ O DIA DA COLABORAÇÃO AMIGA,Instituir e incluir no calendário municipal o Dia da Colaboração Amiga.
1036,INSTITUI O PASSE DE ÔNIBUS GRATUITO PARA PORTADORES DE DOENÇAS CRÔNICAS E DÁ OUTRAS PROVIDÊNCIAS.,Conceder passe de ônibus gratuito para pessoas com doenças crônicas.
1037,INSTITUI A PASTORAL DA CRIANÇA COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ.,Declarar a Pastoral da Criança como patrimônio cultural imaterial do município.
1038,DECLARA O ENCONTRO DE JOVENS EM CRISTO - SEGUE-ME COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ.,Declarar o Encontro de Jovens em Cristo – Segue-me como patrimônio cultural imaterial do município.
1039,DISPÕE SOBRE ENTREGAS DE ENCOMENDAS POR ENTREGADORES DE APLICATIVO EM CONDOMÍNIOS NO MUNÍCIPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Regulamentar as entregas de encomendas por entregadores de aplicativo em condomínios no município.
1041,DECLARA O ENCONTRO DE CASAIS EM CRISTO- ECC COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ.,Declarar o Encontro de Casais em Cristo (ECC) como patrimônio cultural imaterial do município.
1042,DECLARA COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ O MOVIMENTO CATÓLICO ESCALADA.,Declarar o movimento católico Escalada como patrimônio cultural imaterial do município.
1043,"DISPÕE SOBRE A CRIAÇÃO DA SEMANA DE PREVENÇÃO E CUIDADOS DA VISÃO INFANTIL NO MUNICÍPIO DE MARABÁ, DENOMINADA “SEMANA DE ATENÇÃO AOS OLHINHOS”.",Criar a Semana de Prevenção e Cuidados da Visão Infantil “Semana de Atenção aos Olhinhos” no município.
1045,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, A ASSOCIAÇÃO DOS PEQUENOS PRODUTORES DO ASSENTAMENTO MORAJUBA.",Declarar a Associação dos Pequenos Produtores do Assentamento Morajuba como entidade de utilidade pública municipal.
1046,"“DISPÕE SOBRE O ACOLHIMENTO DE ANIMAIS QUE ACOMPANHEM OS ABRIGADOS NOS ALBERGUES, ABRIGOS EMERGENCIAIS, CENTROS DE SERVIÇOS E CASAS DE CONVIVÊNCIA”.","Permitir e organizar o acolhimento de animais que acompanhem pessoas abrigadas em albergues, abrigos emergenciais, centros de serviços e casas de convivência."
1047,DISPÕE SOBRE O ATENDIMENTO PSICOSSOCIAL ÀS CRIANÇAS E ADOLESCENTES DE MÃES APENADAS NO MUNICÍPIO DE MARABÁ.,Garantir atendimento psicossocial a crianças e adolescentes de mães apenadas no município.
1048,“INSTITUI A POLÍTICA MUNICIPAL DE ESTÍMULO E INCENTIVO AO APROVEITAMENTO DA ENERGIA SOLAR NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS”.,Instituir política municipal de estímulo e incentivo ao aproveitamento da energia solar.
1049,"ABRE AO ORÇAMENTO ANUAL DO MUNICÍPIO DE MARABÁ, EM FAVOR DA SECRETARIA MUNICIPAL DE CULTURA (SECULT), CRÉDITO ADICIONAL ESPECIAL.",Abrir crédito adicional especial no orçamento anual em favor da Secretaria Municipal de Cultura (SECULT).
1050,"NOMINA DE “PRAÇA DO MAÇOM”, O ESPAÇO CULTURAL DE ESPORTE E LASER, NO CANTEIRO CENTRAL DA AV. VE-03, ENTRE AS FOLHAS 29 E 30, NÚCLEO NOVA MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Denominar de Praça do Maçom o espaço cultural de esporte e lazer no canteiro central da Avenida VE-03 entre as Folhas 29 e 30.
1051,"INSTITUI O PROGRAMA “CUIDANDO DE QUEM CUIDA”, VISANDO PROMOVER AÇÕES DE ORIENTAÇÃO E ATENÇÃO ÀS MÃES ATÍPICAS NO MUNICÍPIO DE MARABÁ/PA.",Criar o programa “Cuidando de Quem Cuida” com ações de orientação e atenção às mães atípicas no município.
1052,"DISPÕE SOBRE A OBRIGAÇÃO DE INSTALAÇÃO DE REDES DE PROTEÇÃO DE SEGURANÇA EM SHOPPING E OUTROS ESTABELECIMENTOS COM GRANDE FLUXO DE PESSOAS, PARA FINS DE SEGURANÇA E DÁ OUTRAS PROVIDÊNCIAS.",Obrigar shopping centers e outros estabelecimentos com grande fluxo de pessoas a instalar redes de proteção de segurança.
1053,"DISPÕE SOBRE A OBRIGATORIEDADE DA DIVULGAÇÃO, NO SÍTIO ELETRÔNICO OFICIAL DA PREFEITURA MUNICIPAL DE MARABÁ/PA, OS DADOS RELATIVOS AOS CASOS DE DENGUE, ZIKA OU CHIKUNGUNYA.","Divulgar no site oficial da prefeitura os dados relativos a casos de dengue, zika e chikungunya."
1054,"DENOMINA DE GABRIEL SALES PIMENTA A PRAÇA LOCALIZADA NA AVENIDA DOS BURITIS, RESIDENCIAL CIDADE JARDIM, MARABÁ/PA.","Denominar de Gabriel Sales Pimenta a praça localizada na Avenida dos Buritis, Residencial Cidade Jardim."
1055,DECLARA COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ O GRUPO DA GUARDA DE NOSSA SENHORA DE NAZARÉ DO CÍRIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Declarar o grupo da Guarda de Nossa Senhora de Nazaré do Círio de Marabá como patrimônio cultural imaterial do município.
1056,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, A ASSOCIAÇÃO CAMPISTA ANJOS DE MISERICÓRDIA DE MARABÁ-ACAMM.",Declarar a Associação Campista Anjos de Misericórdia de Marabá (ACAMM) como entidade de utilidade pública municipal.
1057,"DECLARA COMO SENDO DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, A ASSOCIAÇÃO ESPORTIVA PARAZINHO (AEPA) E DÁ OUTRAS PROVIDÊNCIAS.",Declarar a Associação Esportiva Parazinho (AEPA) como entidade de utilidade pública municipal.
1058,INSTITUI E INSERE NO CALENDÁRIO OFICIAL DO MUNICÍPIO DE MARABÁ O DIA DO PISCOLOGO A SER COMEMORADO NO DIA 27 DE AGOSTO.,Instituir e incluir no calendário oficial o Dia do Psicólogo em 27 de agosto.
1059,INSTITUI E INSERE NO CALENDÁRIO OFICIAL DO MUNICÍPIO DE MARABÁ O DIA DO PSICOPEDAGOGO A SER COMEMORADO NO DIA 12 DE NOVEMBRO.,Instituir e incluir no calendário oficial o Dia do Psicopedagogo em 12 de novembro.
1060,"INSTITUI FERIADO MUNICIPAL EM HOMENAGEM AO SERVIDOR PÚBLICO DO MUNICÍPIO DE MARABÁ, A SER COMEMORADO NO DIA 28 DE OUTUBRO E DÁ OUTRAS PROVIDÊNCIAS.",Instituir feriado municipal em homenagem ao servidor público em 28 de outubro.
1061,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ A ASSOCIAÇÃO COMUNITÁRIA DE MORADORES DO BAIRRO ARAGUAIA ASCOMBA, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar a Associação Comunitária de Moradores do Bairro Araguaia (ASCOMBA) como entidade de utilidade pública municipal.
1062,"INSTITUI E INCLUI NO CALENDÁRIO OFICIAL DE EVENTOS DO MUNICÍPIO DE MARABÁ/PA, O “DIA MUNICIPAL DA CULTURA CRISTÃ” E DÁ OUTRAS PROVIDÊNCIAS.",Instituir e incluir no calendário oficial o Dia Municipal da Cultura Cristã.
1063,"ALTERA OS ANEXOS I, III e X (ANEXOS DE METAS FISCAIS) DA LEI MUNICIPAL Nº 18.348, DE 28 DE JUNHO DE 2024, QUE DISPÕE SOBRE AS DIRETRIZES ORÇAMENTÁRIAS PARA O EXERCÍCIO FINANCEIRO DE 2025.",Alterar as metas fiscais das diretrizes orçamentárias para o exercício financeiro de 2025.
1064,"ESTIMA A RECEITA E FIXA A DESPESA DO MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, PARA O EXERCÍCIO FINANCEIRO DE 2025.",Estimar a receita e fixar a despesa do município para o exercício financeiro de 2025.
1065,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE DESENVOLVIMENTO EDUCACIONAL, CULTURA, ESPORTIVO E DIREITOS SOCIAIS FORTALEZA DE JESUS.","Declarar a Associação de Desenvolvimento Educacional, Cultural, Esportivo e Direitos Sociais Fortaleza de Jesus como entidade de utilidade pública municipal."
1066,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O CRESCER INSTITUTO, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar o Crescer Instituto como entidade de utilidade pública municipal.
1067,"DENOMINA DE AMUJACI SERRANO - “CAMPO DO MUJACA” O CAMPINHO DA MAGALHÃES, NA CIDADE DE MARABÁ.",Denominar de Amujaci Serrano – Campo do Mujaca o campinho da Magalhães em Marabá.
1068,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O INSTITUTO RENOVAR E DÁ OUTRAS PROVIDÊNCIAS.",Declarar o Instituto Renovar como entidade de utilidade pública municipal.
1069,"INSTITUI O USO DO “CORDÃO TULIPA VERMELHA COMO INSTRUMENTO AUXILIAR DE ORIENTAÇÃO PARA A IDENTIFICAÇÃO DE PESSOAS COM A DOENÇA DE PARKINSON” NO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Instituir o uso do cordão Tulipa Vermelha como instrumento de identificação de pessoas com doença de Parkinson no município.
1070,DISPÕE SOBRE O QUADRO DE PESSOAL EFETIVO DA SECRETARIA MUNICIPAL DE SAÚDE (SMS) DO MUNICÍPIO DE MARABÁ.,Definir o quadro de pessoal efetivo da Secretaria Municipal de Saúde.
1071,INSTITUI O PROGRAMA BANCA DO ESPORTE NO MUNICÍPIO DE MARABÁ.,Criar o programa Banca do Esporte no município.
1072,"ESTABELECE A NOVA ESTRUTURA ORGANIZACIONAL E DISPÕE SOBRE O NOVO PLANO DE CARREIRA, CARGOS E SALÁRIOS DA CÂMARA MUNICIPAL DE MARABÁ A PARTIR DO EXERCÍCIO DE 2025.","Estabelecer nova estrutura organizacional e novo plano de carreira, cargos e salários da Câmara Municipal de Marabá a partir de 2025."
1073,DISPÕE SOBRE O QUADRO DE PESSOAL DE PROVIMENTO EFETIVO DA ADMINISTRAÇÃO DIRETA DO MUNICÍPIO DE MARABÁ.,Definir o quadro de pessoal efetivo da administração direta do município.
1074,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O INSTITUTO DE TECNOLOGIA E INOVAÇÃO EVERESTE E O DISQUE DENÚNCIA, NO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar o Instituto de Tecnologia e Inovação Evereste e o Disque Denúncia como entidades de utilidade pública municipal.
1075,Dispõe sobre a criação de ajuda de custo a ser fornecida pelo Município de Marabá aos médicos bolsistas vinculados ao Programa Médicos pelo Brasil (PMpB).,Conceder ajuda de custo do município aos médicos bolsistas vinculados ao Programa Médicos pelo Brasil.
1076,"GARANTE O DIREITO DE PRIORIDADE DE MATRÍCULA DE IRMÃOS NA MESMA UNIDADE ESCOLAR DA REDE MUNICIPAL DE EDUCAÇÃO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Garantir prioridade de matrícula de irmãos na mesma unidade escolar da rede municipal de educação.
1077,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, A ASSOCIAÇÃO COMUNIDADE MONTE CARMELO E DÁ OUTRAS PROVIDÊNCIAS.",Declarar a Associação Comunidade Monte Carmelo como entidade de utilidade pública municipal.
1078,"Estabelece a Nova Reestruturação organizacional e Dispõe sobre o novo Plano de Carreira, Cargos e Salários da Câmara Municipal de Marabá a partir do Exercício de 2023.","Estabelecer nova reestruturação organizacional e novo plano de carreira, cargos e salários da Câmara Municipal de Marabá a partir de 2023."
1079,DISPÕE SOBRE O VENCIMENTO BASE DOS CARGOS DE AGENTES COMUNITÁRIOS DE SAÚDE (ACS) E DE AGENTE DE COMBATE ÀS ENDEMIAS (ACE).,Fixar o vencimento base dos cargos de agente comunitário de saúde e agente de combate às endemias.
1080,"“DECLARA A EXPOAMA (EXPOSIÇÃO AGROPECUÁRIA DE MARABÁ) COMO PATRIMÔNIO HISTÓRICO, CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ”.","Declarar a EXPOAMA (Exposição Agropecuária de Marabá) como patrimônio histórico, cultural e imaterial do município."
